Run,Model,Frontend,Framework,Backend,Platform,Target,Setup Cycles,Setup Instructions,Run Cycles,Run Instructions,Deinit Cycles,Deinit Instructions,Total Cycles,Total Instructions,Setup CPI,Run CPI,Total CPI,Simulated Instructions,MIPS,Runtime [s],Total RAM,RAM data,RAM zero-init data,RAM stack,RAM heap,Validation,Run Stage Time [s],Total ROM,ROM read-only,ROM code,ROM misc,Compile Stage Time [s],Build Stage Time [s],Load Stage Time [s],Features,Config,Postprocesses,Comment
0,micro_kws_m_fp32,tflite,tflm,tflmi,mlif,etiss,44530,44530,92855362,92855362,41,41,92900241,92900241,1.0,1.0,1.0,93016700,2.32142,0.92900241,267064,1716,263620,696,1032,True,86.79405450820923,200928,117388,83520,20,70.85313725471497,0.03928494453430176,0.00034499168395996094,['trace'],"{'micro_kws_m_fp32.input_shapes': None, 'micro_kws_m_fp32.output_shapes': None, 'micro_kws_m_fp32.input_types': None, 'micro_kws_m_fp32.output_types': None, 'micro_kws_m_fp32.support_path': None, 'micro_kws_m_fp32.inputs_path': None, 'micro_kws_m_fp32.outputs_path': None, 'micro_kws_m_fp32.output_labels_path': None, 'micro_kws_m_fp32.params_path': None, 'tflite_analyze.script': None, 'tflite.use_inout_data': False, 'tflite.gen_data': False, 'tflite.gen_data_fill_mode': None, 'tflite.gen_data_file': None, 'tflite.gen_data_number': None, 'tflite.gen_data_fmt': None, 'tflite.gen_ref_data': False, 'tflite.gen_ref_data_mode': None, 'tflite.gen_ref_data_file': None, 'tflite.gen_ref_data_fmt': None, 'tflite.gen_ref_labels': False, 'tflite.gen_ref_labels_mode': None, 'tflite.gen_ref_labels_file': None, 'tflite.gen_ref_labels_fmt': None, 'tflite.visualize_enable': False, 'tflite.visualize_script': None, 'tflite.split_layers': False, 'tflite.pack_script': None, 'tflite.analyze_enable': False, 'tflite.analyze_script': None, 'tflite.check_integrity': False, 'tflmi.ops': ['CONV_2D', 'MAX_POOL_2D', 'AVERAGE_POOL_2D', 'RESHAPE', 'FULLY_CONNECTED', 'SOFTMAX'], 'tflmi.arena_size': 262144, 'tflmi.debug_arena': False, 'tflmi.custom_ops': [], 'tflmi.registrations': {}, 'tflmi.ops_resolver': 'mutable', 'tflmi.legacy': False, 'tflmi.reporter': False, 'tflm.optimized_kernel': None, 'tflm.optimized_kernel_inc_dirs': [], 'tflm.optimized_kernel_libs': [], 'tflm.override_dir': None, 'tflm.generate_tree': False, 'etiss.print_outputs': '1', 'etiss.fpu': 'double', 'etiss.compressed': '1', 'etiss.atomic': '1', 'etiss.trace_memory': True, 'riscv_gcc_rv64.name': None, 'riscv_gcc_rv64.install_dir': None, 'riscv_gcc_rv32.variant': 'unknown', 'riscv_gcc.install_dir': None, 'riscv_gcc_rv64.variant': None, 'riscv_gcc.variant': None, 'etissvp.script': None, 'etissvp.exe': None, 'riscv_gcc_rv32.name': 'riscv32-unknown-elf', 'riscv_gcc.name': None, 'mlif.toolchain': 'gcc', 'etiss.repeat': None, 'etiss.temp_dir_base': None, 'etiss.fclk': 100000000.0, 'etiss.xlen': 32, 'etiss.embedded': False, 'etiss.multiply': True, 'etiss.timeout_sec': 0, 'etiss.extensions': [], 'etiss.arch': None, 'etiss.abi': None, 'etiss.cmodel': None, 'etiss.cpu': None, 'etiss.enable_vext': False, 'etiss.vext_spec': 1.0, 'etiss.embedded_vext': False, 'etiss.vlen': 0, 'etiss.elen': 32, 'etiss.gdbserver_enable': False, 'etiss.gdbserver_attach': False, 'etiss.gdbserver_port': 2222, 'etiss.debug_etiss': False, 'etiss.plugins': [], 'etiss.verbose': False, 'etiss.cpu_arch': None, 'etiss.rom_start': 16777216, 'etiss.rom_size': 8388608, 'etiss.ram_start': 25165824, 'etiss.ram_size': 67108864, 'etiss.flash_start': None, 'etiss.flash_size': None, 'etiss.cycle_time_ps': 31250, 'etiss.enable_pext': False, 'etiss.pext_spec': 0.96, 'etiss.jit': None, 'etiss.allow_error': False, 'etiss.max_block_size': None, 'etiss.enable_xcorevmac': False, 'etiss.enable_xcorevmem': False, 'etiss.enable_xcorevbi': False, 'etiss.enable_xcorevalu': False, 'etiss.enable_xcorevbitmanip': False, 'etiss.enable_xcorevsimd': False, 'etiss.enable_xcorevhwlp': False, 'etiss.extra_int_config': {}, 'etiss.extra_bool_config': {}, 'etiss.extra_string_config': {}, 'etiss.extra_plugin_config': {}, 'etiss.use_run_helper': True, 'etiss.exit_on_loop': False, 'etiss.log_pc': False, 'etiss.log_level': None, 'etiss.enable_semihosting': True, 'etiss.jit_gcc_cleanup': True, 'etiss.jit_verify': False, 'etiss.jit_debug': False, 'etiss.load_integrated_libraries': True, 'etiss.use_stats_file': False, 'etiss.final_arch': 'rv32gc', 'etiss.final_abi': 'ilp32d', 'mlif.debug_symbols': '1', 'mlif.print_outputs': False, 'mlif.debug': False, 'mlif.build_dir': None, 'mlif.num_threads': 16, 'mlif.template': 'ml_interface', 'mlif.template_version': None, 'mlif.ignore_data': True, 'mlif.skip_check': False, 'mlif.fail_on_error': False, 'mlif.model_support_dir': None, 'mlif.prebuild_lib_path': None, 'mlif.optimize': None, 'mlif.input_data_path': None, 'mlif.output_data_path': None, 'mlif.mem_only': False, 'mlif.verbose_makefile': False, 'mlif.lto': False, 'mlif.slim_cpp': True, 'mlif.garbage_collect': True, 'mlif.strip_strings': False, 'mlif.unroll_loops': None, 'mlif.inline_functions': None, 'mlif.goal': 'generic_mlonmcu', 'mlif.set_inputs': False, 'mlif.set_inputs_interface': None, 'mlif.get_outputs': False, 'mlif.get_outputs_interface': None, 'mlif.get_outputs_fmt': None, 'mlif.batch_size': None, 'mlif.model_support_file': None, 'mlif.model_support_lib': None, 'mlif.fuse_ld': None, 'mlif.global_isel': False, 'mlif.extend_attrs': False, 'mlif.ccache': False, 'mlif.custom_entry': None, 'mlif.extra_paths': None, 'trace.enabled': True, 'trace.to_file': True}",[],-
1,micro_kws_m_quantized,tflite,tflm,tflmi,mlif,etiss,60410,60410,125713597,125713597,41,41,125774356,125774356,1.0,1.0,1.0,125817000,1.77665,1.25774356,70456,1716,67012,696,1032,True,160.10263514518738,121664,38124,83520,20,70.40281009674072,0.014350175857543945,0.0010013580322265625,['trace'],"{'micro_kws_m_quantized.input_shapes': None, 'micro_kws_m_quantized.output_shapes': None, 'micro_kws_m_quantized.input_types': None, 'micro_kws_m_quantized.output_types': None, 'micro_kws_m_quantized.support_path': None, 'micro_kws_m_quantized.inputs_path': None, 'micro_kws_m_quantized.outputs_path': None, 'micro_kws_m_quantized.output_labels_path': None, 'micro_kws_m_quantized.params_path': None, 'tflite_analyze.script': None, 'tflite.use_inout_data': False, 'tflite.gen_data': False, 'tflite.gen_data_fill_mode': None, 'tflite.gen_data_file': None, 'tflite.gen_data_number': None, 'tflite.gen_data_fmt': None, 'tflite.gen_ref_data': False, 'tflite.gen_ref_data_mode': None, 'tflite.gen_ref_data_file': None, 'tflite.gen_ref_data_fmt': None, 'tflite.gen_ref_labels': False, 'tflite.gen_ref_labels_mode': None, 'tflite.gen_ref_labels_file': None, 'tflite.gen_ref_labels_fmt': None, 'tflite.visualize_enable': False, 'tflite.visualize_script': None, 'tflite.split_layers': False, 'tflite.pack_script': None, 'tflite.analyze_enable': False, 'tflite.analyze_script': None, 'tflite.check_integrity': False, 'tflmi.ops': ['CONV_2D', 'MAX_POOL_2D', 'AVERAGE_POOL_2D', 'RESHAPE', 'FULLY_CONNECTED', 'SOFTMAX'], 'tflmi.arena_size': 65536, 'tflmi.debug_arena': False, 'tflmi.custom_ops': [], 'tflmi.registrations': {}, 'tflmi.ops_resolver': 'mutable', 'tflmi.legacy': False, 'tflmi.reporter': False, 'tflm.optimized_kernel': None, 'tflm.optimized_kernel_inc_dirs': [], 'tflm.optimized_kernel_libs': [], 'tflm.override_dir': None, 'tflm.generate_tree': False, 'etiss.print_outputs': '1', 'etiss.fpu': 'double', 'etiss.compressed': '1', 'etiss.atomic': '1', 'etiss.trace_memory': True, 'riscv_gcc_rv64.name': None, 'riscv_gcc_rv64.install_dir': None, 'riscv_gcc_rv32.variant': 'unknown', 'riscv_gcc.install_dir': None, 'riscv_gcc_rv64.variant': None, 'riscv_gcc.variant': None, 'etissvp.script': None, 'etissvp.exe': None, 'riscv_gcc_rv32.name': 'riscv32-unknown-elf', 'riscv_gcc.name': None, 'mlif.toolchain': 'gcc', 'etiss.repeat': None, 'etiss.temp_dir_base': None, 'etiss.fclk': 100000000.0, 'etiss.xlen': 32, 'etiss.embedded': False, 'etiss.multiply': True, 'etiss.timeout_sec': 0, 'etiss.extensions': [], 'etiss.arch': None, 'etiss.abi': None, 'etiss.cmodel': None, 'etiss.cpu': None, 'etiss.enable_vext': False, 'etiss.vext_spec': 1.0, 'etiss.embedded_vext': False, 'etiss.vlen': 0, 'etiss.elen': 32, 'etiss.gdbserver_enable': False, 'etiss.gdbserver_attach': False, 'etiss.gdbserver_port': 2222, 'etiss.debug_etiss': False, 'etiss.plugins': [], 'etiss.verbose': False, 'etiss.cpu_arch': None, 'etiss.rom_start': 16777216, 'etiss.rom_size': 8388608, 'etiss.ram_start': 25165824, 'etiss.ram_size': 67108864, 'etiss.flash_start': None, 'etiss.flash_size': None, 'etiss.cycle_time_ps': 31250, 'etiss.enable_pext': False, 'etiss.pext_spec': 0.96, 'etiss.jit': None, 'etiss.allow_error': False, 'etiss.max_block_size': None, 'etiss.enable_xcorevmac': False, 'etiss.enable_xcorevmem': False, 'etiss.enable_xcorevbi': False, 'etiss.enable_xcorevalu': False, 'etiss.enable_xcorevbitmanip': False, 'etiss.enable_xcorevsimd': False, 'etiss.enable_xcorevhwlp': False, 'etiss.extra_int_config': {}, 'etiss.extra_bool_config': {}, 'etiss.extra_string_config': {}, 'etiss.extra_plugin_config': {}, 'etiss.use_run_helper': True, 'etiss.exit_on_loop': False, 'etiss.log_pc': False, 'etiss.log_level': None, 'etiss.enable_semihosting': True, 'etiss.jit_gcc_cleanup': True, 'etiss.jit_verify': False, 'etiss.jit_debug': False, 'etiss.load_integrated_libraries': True, 'etiss.use_stats_file': False, 'etiss.final_arch': 'rv32gc', 'etiss.final_abi': 'ilp32d', 'mlif.debug_symbols': '1', 'mlif.print_outputs': False, 'mlif.debug': False, 'mlif.build_dir': None, 'mlif.num_threads': 16, 'mlif.template': 'ml_interface', 'mlif.template_version': None, 'mlif.ignore_data': True, 'mlif.skip_check': False, 'mlif.fail_on_error': False, 'mlif.model_support_dir': None, 'mlif.prebuild_lib_path': None, 'mlif.optimize': None, 'mlif.input_data_path': None, 'mlif.output_data_path': None, 'mlif.mem_only': False, 'mlif.verbose_makefile': False, 'mlif.lto': False, 'mlif.slim_cpp': True, 'mlif.garbage_collect': True, 'mlif.strip_strings': False, 'mlif.unroll_loops': None, 'mlif.inline_functions': None, 'mlif.goal': 'generic_mlonmcu', 'mlif.set_inputs': False, 'mlif.set_inputs_interface': None, 'mlif.get_outputs': False, 'mlif.get_outputs_interface': None, 'mlif.get_outputs_fmt': None, 'mlif.batch_size': None, 'mlif.model_support_file': None, 'mlif.model_support_lib': None, 'mlif.fuse_ld': None, 'mlif.global_isel': False, 'mlif.extend_attrs': False, 'mlif.ccache': False, 'mlif.custom_entry': None, 'mlif.extra_paths': None, 'trace.enabled': True, 'trace.to_file': True}",[],-
